Label	phylum	class	order	family	genus	species
u122248	Pisuviricota	Pisoniviricetes	.	.	.	.
u122252	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u122402	Kitrinoviricota	.	.	.	.	Towan virus
u122500	Lenarviricota	Allassoviricetes	.	.	.	.
u122564	Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u122598	.	.	.	.	.	.
u122633	Kitrinoviricota	Alsuviricetes	.	.	.	.
u122664	Pisuviricota	Stelpaviricetes	.	.	.	.
u122696	.	.	.	.	.	.
u122785	Pisuviricota	Duplopiviricetes	.	.	.	.
u122798	.	.	.	.	.	.
u122857	.	.	.	.	.	.
u122892	Duplornaviricota_Pisuviricota	Chrymotiviricetes	.	.	.	.
u122913	Pisuviricota	Pisoniviricetes	.	.	.	.
u122965	.	.	.	.	.	.
u123051	Pisuviricota	Pisoniviricetes	.	.	.	.
u123079	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u12310	.	.	.	.	.	.
u123133	Kitrinoviricota	Magsaviricetes	.	.	.	.
u12316	.	.	.	.	.	.
u12331	.	.	.	.	.	.
u123346	Pisuviricota	.	.	.	.	.
u123375	Negarnaviricota	Monjiviricetes	.	.	.	.
u123419	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u123433	Negarnaviricota	Monjiviricetes	.	.	.	.
u123486	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u123585	.	.	.	.	.	.
u12360	Negarnaviricota	.	.	.	.	.
u123600	.	.	.	.	.	.
u123657	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	.	.
u12373	Lenarviricota	Howeltoviricetes	.	.	.	.
u123730	Kitrinoviricota	.	.	.	.	Riboviria sp.
u123783	Pisuviricota	.	.	.	.	.
u12384	Pisuviricota	Pisoniviricetes	.	.	.	.
u123864	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u12390	.	.	.	.	.	Wenzhou Nido-like virus 1
u124132	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u124194	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u124218	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u12423	Kitrinoviricota	Alsuviricetes	Tymovirales	.	.	.
u124289	.	.	.	.	.	.
u124389	.	.	.	.	.	.
u124485	Pisuviricota	Pisoniviricetes	.	.	.	.
u124582	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u124684	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u124693	Lenarviricota	Allassoviricetes	.	.	.	.
u124694	Lenarviricota	Howeltoviricetes	.	.	.	.
u124705	.	.	.	.	.	.
u124713	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	.
u124776	.	.	.	.	.	.
u124834	Lenarviricota	Allassoviricetes	.	.	.	.
u124835	.	.	.	.	.	.
u124865	Pisuviricota	Duplopiviricetes	.	.	.	.
u124869	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u124880	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u124894	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u124900	.	.	.	.	.	.
u124915	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u124929	Lenarviricota	Miaviricetes_Amabiliviricetes	.	.	.	.
u124940	Lenarviricota	Allassoviricetes	.	.	.	.
u124987	.	.	.	.	.	.
u125075	Pisuviricota	.	.	.	.	.
u125151	.	.	.	.	.	.
u125215	Pisuviricota	Pisoniviricetes	.	.	.	.
u125238	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	.	.
u12526	Duplornaviricota	Chrymotiviricetes	.	.	.	Wuhan insect virus 28
u125268	.	.	.	.	.	.
u125598	Pisuviricota	Pisoniviricetes	.	.	.	.
u125623	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Potexvirus_Allexivirus_Mandarivirus	Plantago asiatica mosaic virus_Citrus yellow vein clearing virus_Indian citrus ringspot virus_White clover mosaic virus_Cymbidium mosaic virus
u125837	Pisuviricota	.	.	.	.	.
u12584	.	.	.	.	.	Hubei toti-like virus 12
u12590	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phlebovirus_Uukuvirus_Rubodvirus	Candiru phlebovirus_Sicilian phlebovirus_Salehabad phlebovirus_Ponticelli II virus_Aguacate phlebovirus_Ponticelli I virus_Arumowot phlebovirus_Punta Toro phlebovirus_Toscana phlebovirus_Massilia phlebovirus_Karimabad phlebovirus_Tacheng uukuvirus_Bole Tick Virus 1_Tick phlebovirus_Lihan uukuvirus_Apple rubodvirus 2_Apple rubodvirus 1
u126054	.	.	.	.	.	.
u12606	Kitrinoviricota	.	.	.	.	.
u12607	.	.	.	.	.	.
u126091	Kitrinoviricota	.	.	.	.	.
u12611	.	.	.	.	.	Hubei myriapoda virus 4
u12615	Pisuviricota	Pisoniviricetes	.	.	.	.
u126177	Negarnaviricota	Monjiviricetes	.	.	.	.
u12618	.	.	.	.	.	Bivalve RNA virus G4
u126297	.	.	.	.	.	.
u126350	.	.	.	.	.	.
u126400	Pisuviricota	.	.	.	.	.
u12642	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	.
u126462	Kitrinoviricota_Duplornaviricota	.	.	.	.	.
u126484	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u126659	Pisuviricota	Duplopiviricetes	.	.	.	.
u126671	Pisuviricota	Duplopiviricetes	.	.	.	.
u126683	Pisuviricota	Pisoniviricetes	.	.	.	.
u126722	Kitrinoviricota	Alsuviricetes	Tymovirales	.	.	.
u126950	Kitrinoviricota_Pisuviricota	.	.	.	.	.
u127145	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae_Kitaviridae	Cilevirus	Citrus leprosis virus C2_Citrus leprosis virus C_Passion fruit green spot virus
u127352	Pisuviricota	Duplopiviricetes	.	.	.	.
u127486	Kitrinoviricota	Alsuviricetes	Hepelivirales	Benyviridae	Benyvirus	Beet necrotic yellow vein virus_Wheat stripe mosaic virus_Beet soil-borne mosaic virus_Rice stripe necrosis virus_Hubei Beny-like virus 1
u127492	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Botoulivirus_Ourmiavirus	Botrytis botoulivirus
u127508	.	.	.	.	.	.
u127585	Lenarviricota	Allassoviricetes	.	.	.	.
u127678	Lenarviricota	Howeltoviricetes	.	.	.	.
u127722	Pisuviricota	Duplopiviricetes	.	.	.	.
u127783	Pisuviricota	Pisoniviricetes	.	.	.	.
u127829	.	.	.	.	.	.
u127863	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u127936	Pisuviricota	Duplopiviricetes	.	.	.	.
u127970	.	.	.	.	.	.
u128049	Lenarviricota	.	.	.	.	.
u128125	Pisuviricota	.	.	.	.	.
u128140	.	.	.	.	.	.
u128236	Lenarviricota	Allassoviricetes	.	.	.	.
u128295	Kitrinoviricota	Alsuviricetes	Martellivirales	.	.	.
u128296	Kitrinoviricota_Pisuviricota	.	.	.	.	.
u128451	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	.	.
u128452	Lenarviricota	Amabiliviricetes	.	.	.	.
u128463	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
u128520	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u128537	Pisuviricota	Pisoniviricetes	.	.	.	.
u128549	.	.	.	.	.	.
u128569	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u128575	Lenarviricota	Allassoviricetes	.	.	.	.
u128612	Negarnaviricota	Ellioviricetes	Bunyavirales	.	.	.
u128759	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u128801	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	.	.
u128834	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Gammacarmovirus	Soybean yellow mottle mosaic virus_Hubei tombus-like virus 1
u12885	Pisuviricota	.	.	.	.	.
u128934	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u128985	.	.	.	.	.	.
u12901	Pisuviricota	Stelpaviricetes	.	.	.	.
u129129	Lenarviricota	Howeltoviricetes	.	.	.	.
u129152	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u129337	Kitrinoviricota	.	.	.	.	.
u129418	Pisuviricota	Pisoniviricetes	.	.	.	.
u129504	.	.	.	.	.	.
u129600	Kitrinoviricota	Magsaviricetes	.	.	.	.
u129645	.	.	.	.	.	.
u129672	.	.	.	.	.	.
u129681	Duplornaviricota	Chrymotiviricetes	.	.	.	.
u129782	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u129803	Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u12994	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4
u12995	Duplornaviricota	.	.	.	.	.
u130019	Lenarviricota	Allassoviricetes	.	.	.	.
u130027	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u130148	Pisuviricota_Kitrinoviricota	Pisoniviricetes	Picornavirales	.	.	.
u130348	Pisuviricota	Pisoniviricetes	.	.	.	.
u130636	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u130659	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u130721	.	.	.	.	.	.
u130746	.	.	.	.	.	.
u130797	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u130821	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Umbravirus	Sclerotinia sclerotiorum umbra-like virus 3_Riboviria sp._Sclerotinia sclerotiorum umbra-like virus 2
u130949	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u130979	Pisuviricota_Kitrinoviricota	Stelpaviricetes_Alsuviricetes	Stellavirales_Hepelivirales	Astroviridae_Alphatetraviridae	Omegatetravirus	Helicoverpa armigera stunt virus
u131008	.	.	.	.	.	.
u131009	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u131147	.	.	.	.	.	.
u131181	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales_Wolframvirales	Mitoviridae_Narnaviridae	.	.
u131187	.	.	.	.	.	.
u131210	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u131262	Lenarviricota	Howeltoviricetes	.	.	.	.
u131299	Lenarviricota	Howeltoviricetes	.	.	.	.
u131300	Lenarviricota	.	.	.	.	.
u131342	Lenarviricota	Miaviricetes	.	.	.	.
u131400	.	.	.	.	.	.
u131427	.	.	.	.	.	.
u131436	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	.
u131489	Kitrinoviricota	.	.	.	.	.
u131622	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	Marnavirus	Marnaviridae sp._Beihai mollusks virus 1
u131661	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u131714	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u131735	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u131824	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u131906	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u131907	Pisuviricota	.	.	.	.	.
u131918	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	.	.
u132078	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u132103	Pisuviricota	.	.	.	.	.
u132136	Pisuviricota	Pisoniviricetes	.	.	.	.
u132236	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae_Luteoviridae	Luteovirus	Cherry associated luteovirus
u132245	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u132309	Pisuviricota	Duplopiviricetes	.	.	.	.
u132444	.	.	.	.	.	.
u132450	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u132490	.	.	.	.	.	.
u132613	Pisuviricota	Pisoniviricetes	.	.	.	.
u132675	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Feravirus_Jonvirus	Ferak feravirus_Jonchet jonvirus
u132705	Kitrinoviricota	Magsaviricetes	Nodamuvirales	.	.	.
u132740	Pisuviricota	Pisoniviricetes	.	.	.	.
u132853	Kitrinoviricota	Alsuviricetes	.	.	.	.
u132865	.	.	.	.	.	Hubei picorna-like virus 54
u132917	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Tombusvirus	Cucumber Bulgarian latent virus
u133093	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	Sobelivirales	Solemoviridae	.	Culex luteo-like virus_Hubei sobemo-like virus 41_Humaita-Tubiacanga virus_Hubei diptera virus 14
u133130	.	.	.	.	.	.
u133188	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u133252	.	.	.	.	.	.
u133287	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u133348	Lenarviricota	Allassoviricetes	.	.	.	.
u13345	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Seadornavirus	Banna virus
u133451	.	.	.	.	.	.
u133460	Kitrinoviricota	Alsuviricetes	.	.	.	.
u133473	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae_Closteroviridae	Ampelovirus	Little cherry virus 2
u133505	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u133508	.	.	.	.	.	.
u133579	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u133675	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u133698	.	.	.	.	.	.
u133735	.	.	.	.	.	.
u133810	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u133851	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 2_Hordeum vulgare alphaendornavirus
u133861	Kitrinoviricota	.	.	.	.	.
u133879	Pisuviricota	.	.	.	.	.
u133901	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u133991	Pisuviricota	.	.	.	.	.
u134065	Lenarviricota_Pisuviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	Culex narnavirus 1_Zhejiang mosquito virus 3_Ochlerotatus-associated narna-like virus 2
u134149	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u134227	Pisuviricota	.	.	.	.	.
u134273	Lenarviricota	Miaviricetes	.	.	.	.
u134301	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus_Mobatvirus_Thottimvirus	Asikkala orthohantavirus_Nova mobatvirus_Xuan son virus_Thottopalayam thottimvirus_Imjin thottimvirus_Laibin mobatvirus_Altai virus_Dobrava-Belgrade orthohantavirus_Jemez Springs virus_Lanka hantavirus_Tula orthohantavirus_Puumala orthohantavirus_Amga orthohantavirus_Hantaan orthohantavirus_Thailand orthohantavirus_Khabarovsk orthohantavirus_Amur virus_Kenkeme orthohantavirus_Rusne orthohantavirus_Andes orthohantavirus_Hokkaido virus_Orthohantavirus sp._Seoul orthohantavirus_Bruges orthohantavirus_Jeju orthohantavirus_Sin Nombre orthohantavirus_Rockport orthohantavirus
u134311	Lenarviricota	Miaviricetes	.	.	.	.
u134363	Pisuviricota	Pisoniviricetes	.	.	.	.
u134489	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	.
u134562	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u134569	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	.
u134625	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	.
u134630	Pisuviricota	Pisoniviricetes	.	.	.	.
u134659	Lenarviricota	Allassoviricetes	.	.	.	.
u134696	Kitrinoviricota	Alsuviricetes	.	.	.	.
u134800	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u134822	Kitrinoviricota	Magsaviricetes	.	.	.	.
u134831	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u134875	.	.	.	.	.	.
u134898	Pisuviricota	.	.	.	.	.
u135014	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	.	.
u135018	.	.	.	.	.	.
u135026	Pisuviricota	.	.	.	.	.
u135039	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Deltapartitivirus	.
u135064	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u135071	Kitrinoviricota	.	.	.	.	.
u135146	Kitrinoviricota_Pisuviricota	Magsaviricetes	.	.	.	.
u135262	.	.	.	.	.	.
u135278	Kitrinoviricota	Alsuviricetes	.	.	.	.
u135286	Lenarviricota	Allassoviricetes	.	.	.	.
u135397	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u135425	Pisuviricota	Pisoniviricetes_Duplopiviricetes	Durnavirales	.	.	.
u135453	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u135458	Lenarviricota	Allassoviricetes	.	.	.	.
u135523	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u135639	Lenarviricota	Allassoviricetes	.	.	.	.
u135640	Lenarviricota	Allassoviricetes	.	.	.	.
u135669	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u135726	.	.	.	.	.	.
u135779	Pisuviricota	.	.	.	.	.
u135806	Lenarviricota	Allassoviricetes	.	.	.	.
u135808	.	.	.	.	.	.
u135842	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u135858	.	.	.	.	.	.
u135888	.	.	.	.	.	.
u13592	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	.	.
u136045	.	.	.	.	.	.
u136105	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u136147	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae_Luteoviridae	Polerovirus	Turnip yellows virus associated RNA2_Turnip yellows virus associated RNA_Beet western yellows virus associated RNA
u136178	.	.	.	.	.	.
u136265	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Drosophila C virus
u136290	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u136334	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u136349	.	.	.	Permutotetraviridae	.	Drosophila A virus
u136380	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u136541	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u136647	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Betapartitivirus_Alphapartitivirus	Heterobasidion partitivirus 7_Heterobasidion partitivirus 2_Rhizoctonia solani partitivirus 6_Ceratocystis resinifera virus 1_Vicia cryptic virus_Rhizoctonia solani dsRNA virus 2_Heterobasidion partitivirus 4_Heterobasidion partitivirus 1
u13665	Duplornaviricota	Resentoviricetes	Reovirales	.	.	.
u136684	Pisuviricota_Kitrinoviricota_Duplornaviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Picobirnavirus	Picobirnavirus sp.
u136690	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Beihai picorna-like virus 35
u136711	Pisuviricota	.	.	.	.	.
u136820	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	.	Wenzhou picorna-like virus 5_Beihai picorna-like virus 1
u136863	.	.	.	.	.	.
u136866	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u136889	Pisuviricota	.	.	.	.	.
u136899	Kitrinoviricota	.	.	.	.	.
u136902	Pisuviricota_Kitrinoviricota_Duplornaviricota	Vidaverviricetes	.	.	.	.
u136968	.	.	.	.	.	.
u13699	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Sobemovirus	Hubei mosquito virus 2_Ixodes scapularis associated virus 1
u136994	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Beihai picorna-like virus 35_Beihai mollusks virus 2_Beihai sipunculid worm virus 4
u137022	Pisuviricota	Pisoniviricetes	.	.	.	.
u137038	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u137262	Lenarviricota	Allassoviricetes	.	.	.	.
u137300	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u137350	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u137415	.	.	.	.	.	.
u137458	Kitrinoviricota	Alsuviricetes	Martellivirales	.	.	.
u137731	Pisuviricota	Pisoniviricetes	.	.	.	.
u137825	Kitrinoviricota_Pisuviricota	Alsuviricetes_Stelpaviricetes	Hepelivirales_Stellavirales	Astroviridae	.	Bastrovirus BAS-3
u137889	Pisuviricota	.	.	.	.	.
u137961	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u137993	Pisuviricota_Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	.	.
u138022	.	.	.	.	.	.
u138043	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	Sobelivirales_Tolivirales	Solemoviridae_Luteoviridae	.	Guadeloupe mosquito virus_Hubei mosquito virus 2_Guangzhou sobemo-like virus_Atrato Sobemo-like virus 5_Wenzhou sobemo-like virus 3
u138056	.	.	.	.	.	.
u138095	Pisuviricota	Duplopiviricetes	.	.	.	.
u138154	Pisuviricota	.	.	.	.	.
u138210	Pisuviricota	Pisoniviricetes	.	.	.	.
u138211	Pisuviricota	Pisoniviricetes	.	.	.	.
u138261	.	.	.	.	.	.
u13827	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae_Bromoviridae_Closteroviridae	Idaeovirus_Alfamovirus_Ilarvirus_Ampelovirus	Alfalfa mosaic virus_Plum bark necrosis stem pitting-associated virus_Persimmon ampelovirus
u138371	Kitrinoviricota	Alsuviricetes	Hepelivirales	.	.	.
u138375	Lenarviricota	Allassoviricetes	.	.	.	.
u138376	Pisuviricota_Duplornaviricota	Pisoniviricetes_Chrymotiviricetes	Picornavirales_Ghabrivirales	Iflaviridae_Totiviridae	.	.
u138465	Kitrinoviricota	Magsaviricetes	.	.	.	.
u138501	.	.	.	.	.	.
u138594	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u138608	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Sadwavirus	Black raspberry necrosis virus_Strawberry mottle virus
u138629	Kitrinoviricota	Alsuviricetes	.	.	.	.
u138730	Kitrinoviricota	.	.	.	.	.
u138771	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	.	Operophtera brumata reovirus
u138801	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	.	.
u138849	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u138887	Kitrinoviricota	.	.	.	.	.
u138925	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u139013	Pisuviricota	.	.	.	.	.
u139127	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u139175	Pisuviricota	.	.	.	.	.
u139268	Pisuviricota	.	.	.	.	.
u139294	Pisuviricota_Kitrinoviricota	Pisoniviricetes	.	.	.	.
u139308	.	.	.	.	.	.
u139314	.	.	.	.	.	.
u139457	.	.	.	.	.	.
u139475	Negarnaviricota	Ellioviricetes	Bunyavirales	Nairoviridae	Orthonairovirus	South Bay virus
u139492	.	.	.	.	.	.
u139522	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u139557	.	.	.	.	.	.
u13956	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u139641	.	.	.	.	.	.
u139645	Kitrinoviricota	Magsaviricetes	.	.	.	.
u139700	.	.	.	.	.	.
u139713	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u139714	Negarnaviricota_Kitrinoviricota_Pisuviricota_Duplornaviricota	.	.	.	.	.
u139781	.	.	.	.	.	.
u139843	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Alphapartitivirus	Vicia cryptic virus_Beet cryptic virus 1_Cherry chlorotic rusty spot associated partitivirus_Red clover cryptic virus 1_Heterobasidion partitivirus 13
u139873	.	.	.	.	.	.
u139877	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u139967	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Magsaviricetes	Picornavirales	Picornaviridae	.	.
u139971	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u140001	.	.	.	.	.	.
u140024	.	.	.	.	.	.
u140033	Lenarviricota	Allassoviricetes	.	.	.	.
u140047	Kitrinoviricota	Magsaviricetes	.	.	.	.
u140164	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Picornavirales sp._Nora virus
u140226	Pisuviricota	Pisoniviricetes	.	.	.	.
u140262	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Magsaviricetes	.	.	.	.
u140321	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u140354	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u140357	Pisuviricota_Kitrinoviricota	Alsuviricetes	.	.	.	.
u140451	.	.	.	.	.	.
u140483	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u140568	Pisuviricota	Duplopiviricetes	.	.	.	.
u140620	Kitrinoviricota	.	.	.	.	.
u140659	Pisuviricota_Kitrinoviricota	Stelpaviricetes	Stellavirales	.	.	.
u140666	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u140699	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u140718	Lenarviricota	Allassoviricetes	.	.	.	.
u140905	.	.	.	.	.	.
u141107	Kitrinoviricota_Pisuviricota	Alsuviricetes	.	.	.	.
u141110	Pisuviricota_Kitrinoviricota	Duplopiviricetes_Pisoniviricetes	Durnavirales	.	.	.
u141143	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u141165	.	.	.	.	.	.
u14118	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Orthohepevirus_Piscihepevirus	Orthohepevirus A_Orthohepevirus B_Orthohepevirus C_Hepevirus sp._Bat hepevirus_Piscihepevirus A
u141280	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u14133	Pisuviricota	Pisoniviricetes	Nidovirales	.	.	.
u141335	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Picornavirales sp.
u141345	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u141377	Pisuviricota	.	.	.	.	.
u141399	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u141405	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u141461	.	.	.	.	.	.
u141828	.	.	.	.	.	.
u141931	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Mitovirus sp.
u142028	Negarnaviricota_Lenarviricota	Ellioviricetes_Amabiliviricetes	Bunyavirales_Wolframvirales	Narnaviridae	.	Barns Ness serrated wrack bunya/phlebo-like virus 1
u142180	.	.	.	.	.	.
u142252	Pisuviricota	.	.	.	.	.
u142275	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u142277	Pisuviricota_Lenarviricota	.	.	.	.	.
u142448	Negarnaviricota	Ellioviricetes	.	.	.	.
u142473	Kitrinoviricota_Pisuviricota	.	.	.	.	.
u142474	Pisuviricota	Stelpaviricetes	.	.	.	.
